created_at,entry_id,field1,field2
2022-03-29 20:09:59 UTC,2265,22.250000000000057,21.170000000000016
2022-03-29 20:10:14 UTC,2266,22.410000000000025,21.27000000000004
2022-03-29 20:10:29 UTC,2267,22.250000000000057,21.250000000000057
2022-03-29 20:10:45 UTC,2268,22.190000000000055,21.190000000000055
2022-03-29 20:11:00 UTC,2269,22.29000000000002,21.230000000000018
2022-03-29 20:11:15 UTC,2270,22.250000000000057,21.190000000000055
2022-03-29 20:11:45 UTC,2271,22.410000000000025,21.250000000000057
2022-03-29 20:12:00 UTC,2272,22.170000000000016,21.190000000000055
2022-03-29 20:12:30 UTC,2273,22.29000000000002,21.250000000000057
2022-03-29 20:12:45 UTC,2274,22.29000000000002,21.29000000000002
2022-03-29 20:13:00 UTC,2275,22.350000000000023,21.27000000000004
